18|Caballa|Dorsalspines(total): 9 - 11;Dorsalsoft rays(total): 112;Analspines: 1;Analsoft rays: 12 - 14;Vertebrae: 31. Interpelvic process small and single.  No well developed corselet.  Swim bladder present.  First haemal spine posterior to first interneural process; 12 to 15 interneural bones under first dorsal fin.  Anal fin spine conspicuous, clearly separated from anal rays but joined to them by a membrane.  Back with narrow stripes which zigzag and undulate.  Belly unmarked (Pacific population) or with wavy lines (Atlantic pop.) (Ref. 168).  Caudal peduncle with 5 finlets on the upper and lower edge.  Distance between dorsal fins shorter than or equal to the first dorsal fin base (Ref. 35388).|Indo-Pacific:  anti-tropical, absent from the Indian Ocean except for South Africa, KZN to Western Cape (58304).Reports from Atlantic incl. Mediterranean are Scomber colias, and from Red Sea and northern Indian Ocean are  Scomber australasicus (Ref. 27328).|Scomber japonicus|30|64|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/125__03052019_0823.jpg
19|Caballito de mar|Dorsalspines(total): 0;Dorsalsoft rays(total): 18-21.|Eastern Pacific:  San Diego in California, USA to Peru including the Galapagos Islands. International trade is monitored through a licensing system (CITES II, since 5.15.04) and a minimum size of 10 cm applies.  Reported from the San Francisco Bay by Alexander Agassiz (Ron Fritzsche, pers.comm. 08/09).|Hippocampus ingens|30|30|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/340_0_26042019_1629.jpg
20|Cabinza|Over rocky and sandy bottoms.  Maximum size assumed to be the same as for the family.  Feeds on small crustaceans such as isopods and amphipods but also on polychaetes and algae.|Southeast Pacific:  Peru to Chile.  Also reported in Nicaragua (Ref. 13613).|Isacia conceptionis|60|60|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/126__30042019_1632.jpg
21|Cabrilla|Occurs in schools (Ref. 5530).  Known from a temperature range of 14-16 °C (Ref. 9098).  Also caught with trammel nets (Ref. 9342).  An appreciated food fish in Peru (Ref. 9342).|East Pacific:  Costa Rica, Colombia to extreme south of Chile.  Records from Juan Fernández Is. are incidental (Ref. 89357).  Records from Baja California, Mexico, Nicaragua and the Galapagos Islands are doubtful.|Paralabrax humeralis|54|54|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/128__11042019_1153.jpg
22|Cabrilla voladora|"Found on sandy bottoms, may bury in sand during the day.  ""Walks"" about on spines of ventral fins (Ref. 5227)."|Eastern Pacific:  Gulf of California to Isla San Lorenzo, Callao, Peru and the Galapagos Islands.|Prionotus albirostris|15|20|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/543__11042019_1207.jpg
23|Cachema|Common species found in coastal waters (Ref. 9118).  Juveniles enter estuaries and shallow bays (Ref. 9118).  Feeds mainly on shrimps and fishes (Ref. 9118).|Eastern Pacific:  Santa Elena, Ecuador to Coquimbo, Chile.|Cynoscion analis|30|47|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/130__11042019_1146.jpg
24|Callana|Body short, compressed, and not very deep (depth contained 2.5 to 3.0 times in standard length); mouth small and terminal, its posterior end located at the same level as the anterior rim of the eye; first gill arch with 19 to 24 gill rakers; dorsal fin very slightly notched, with 12 to 13 spines and 14 to 15 soft rays (XII-XIII, 14-15); second anal spine stronger than third but of equal length; scale series above lateral line oblique; body silvery gray, with wavy, interrupted, gold or copper colored lines that follow the oblique scale series above the lateral line and that run horizontally below it (Ref. 55763).|Eastern Pacific:  Mexico to Panama, including the Galapagos Islands.|Orthopristis chalceus|35|45|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/264__11042019_1141.jpg
25|Camotillo|"Body elongate, moderately deep, and not very compressed; caudal peduncle not very deep; preopercular angle with a ""spur"" consisting of 2 large, central spines with 1 or 2 spines above and below; anal rays 7; body grayish brown; flanks with indistinct, dark, double, vertical bars and a yellow spot above and ahead the anus; medial line of belly yellow; anal fin yellow (Ref. 55763)."|Eastern Pacific.  Needs a better reference.|Diplectrum conceptione|18|25|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/132__11042019_1151.jpg
26|Chilindrina|Dorsalspines(total): 0;Dorsalsoft rays(total): 47-50;Analspines: 0;Analsoft rays: 41 - 44;Vertebrae: 42 - 43. Body blue green dorsally and silvery white ventrally.  Margin of fins darker.  Small dark blue spots on dorsal side of body (Ref. 27363).|Southeast Pacific:  Peru and Chile.|Stromateus stellatus|25|25|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/197__11042019_1158.jpg
27|Chiri|Occurs near the surface of coastal water to over bottom of continental shelf (Ref. 11035).|Eastern Pacific:  Mexico to Peru, including the Galapagos Islands.|Peprilus medius|25|25|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/195__11042019_1155.jpg
28|Chita|Forms schools in open water above rocky, boulder strewn reefs and slopes and hard substrate with good water movement (Ref. 5227).  Feeds on benthic invertebrates and floating organic matter (Ref. 28023).|Eastern Pacific:  De Manta, Ecuador to Antofagasta, Chile.|Anisotremus scapularis|58|58|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/152__02052019_1504.jpg
29|Coco|Body elongate, moderately compressed, with an arched dorsal profile; snout prominent; mouth small and inferior; lower jaw enclosed by upper; chin with 5 pores and 12 to 15 pairs of small barbels; edge of preopercle smooth; lower branch of first gill arch with 10 to 14 gill rakers; body uniformly dark and silvery; flanks with 7 or 8 indistinct bars; fins dark (Ref. 55763).|Eastern Pacific:  Panama to northern Chile.|Paralonchurus peruanus|30|51|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/140__11042019_1147.jpg
30|Cojinoba|Body moderately deep and compressed; dorsal fin with 7 to 8 weak spines and 25 to 28 soft rays (VII-VIII, 25-28), its origin above or slightly behind the insertion of the pectoral fins; pectoral fins falcate; anal fin with 18 to 20 rays; scales deciduous; body entirely dark blue gray; flanks and belly with silver highlights (Ref. 55763).|Southeast Pacific:  Chile (Ref. 9068) and the Galapagos Islands (Ref. 26352).|Seriolella violacea|35|65|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/141__30042019_1601.jpg
31|Congrio aleta pintada|Dorsalspines(total): 0;Dorsalsoft rays(total): 134-148;Analspines: 0;Analsoft rays: 111 - 123;Vertebrae: 75 - 80. This species is characterized by the following:  usual number of vertebrae, precaudal 16 (14-17), caudal 60-62 (59-64), total 76-78 (75-80); fin rays, dorsal 138-146 (134-148), anal 117-120 (111-123) pectoral 23-24 (21-25); pyloric caeca 4-5 (3-6), usually 3-4 in one whorl, 1-2 in second tier, sometimes 1 in a third tier; first gill arch with rudimentary rakers 3 (2-4) on the upper arm, 4 (sometimes 5) developed but short rakers on lower arm, rudiments anterior on the first arch vary from 1-10 (usually 5-8); total rakers 12-16 (9-18) with most of the variations due to the rudiments; dorsal-fin origin between neural spines 4-5 (26 specimens) or 3-4 (17 specimens) (Ref. 91765).|Eastern Pacific:  Gulf of California, outer coast of Baja California, and off northwestern South America.|Lepophidium negropinna|35|52|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/142__Congrio_de_aleta_pintada_Lepophidium_negropinna_14022019_1525.jpg
32|Congrio de cola tiesa|A soft bottom inhabitant.  Reported to burrow into loose sand, and appears to be fairly resistant to chemical preparations used for collecting fish (Ref. 2850).  Bottom feeding predators devour conger eels when encountered in the open (Ref. 4525).|Eastern Pacific:  southern California, USA to Peru.|Gnathophis cinctus|42|42|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1200__Gnathophis%20cinctus%20-%20Congrio%20de%20cola%20tiesa_12022019_0809.jpg
33|Congrio moreno|Common species found in rocky shelf and upper slope waters (Ref. 34024).  Oviparous, with oval pelagic eggs floating in a gelatinous mass (Ref. 205).|Southeast Pacific:  Peru to northern Chile.|Genypterus maculatus|50|100|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/143__Congrio_moreno_Genypterus_maculatus_14022019_1216.jpg
34|Congrio negro|Dorsalspines(total): 0;Dorsalsoft rays(total): 99-113;Analspines: 0;Analsoft rays: 81 - 98;Vertebrae: 55 - 58. Rostral spine well developed with vertical basal component which projects dorsally, and a long forward projecting straight component; peritoneum and guts black; narrow weak band of basibranchial teeth; bones thin, weakly developed (Ref. 34024).  Branchiostegal rays:  7 (Ref. 36413).|Eastern Pacific:  Baja California to northern Chile.|Cherublemma emmelas|25|25|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1209__Congrio_negro_Cherublemma_emmelas_14022019_1133.jpg
35|Congrio plateado|Needs better reference.|Eastern Pacific.  Needs a better reference.|Hoplunnis pacifica|60|125|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1202__Congrio%20plateado%20-%20Hoplunnis%20pacifica_12022019_0910.jpg
36|Corvina|Regarded as a prime table fish in South America.|Southeast Pacific: Peru and Chile.|Cilus gilberti|92|92|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/145__17052019_1725.jpg
37|Diablico|Dorsalspines(total): 12 - 13;Dorsalsoft rays(total): 8-9;Analspines: 3;Analsoft rays: 5 - 6;Vertebrae: 24. Branchiostegal rays:  7 (Ref. 36715).|Eastern Central Pacific:  Gulf of California to Panama.  Distributional range extends to Peru (Ref. 36715).|Pontinus sierra|20|28|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/464__11042019_1206.jpg
38|Doncella|Third dorsal spine longest, with well-produced filament; middle rays of upper and lower lobes of caudal fin longest (Ref. 40817).|Eastern Pacific:  Baja California, Mexico to northern Chile.|Hemanthias peruanus|45|45|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/158__11042019_1151.jpg
39|Doncellita|Inhabits rough bottom, deep reefs.  Feeds on small planktonic crustaceans (Ref. 2850).|Eastern Pacific:  Los Angeles County in southern California, USA to northern Peru.|Pronotogrammus multifasciatus|28|28|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/439__11042019_1154.jpg
40|Espejo|Body very short, deep, and compressed; lower branch of first gill arch with 30 to 35 gill rakers; dorsal fin with 8 spines followed by another spine and 21 to 24 soft rays (VIII1, 21-24); anterior lobe of second dorsal and anal fins not elongated in adults; anterior dorsal spines prolonged in juveniles; body scaleless; lateral line scutes very weak and poorly differentiated; body silvery to gold with metallic blue highlights; juveniles silvery, with a dark oval stain on the straight part of the lateral line (ref. 55763).|Eastern Pacific:  Redondo Beach in southern California, USA to Peru; rare north of Baja California, Mexico.|Selene peruviana|24|40|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/160__11042019_1141.jpg
41|Falso volador|Inhabits sand or sandy-mud bottom (Ref. 2850).|Eastern Pacific:  Columbia River in Washington, USA to Chile, but rare north of Baja California, Mexico.|Prionotus stephanophrys|30|43|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/388__18022019_1402.jpg
42|Gatita|Dorsalspines(total): 0;Dorsalsoft rays(total): 0;Analspines: 0;Analsoft rays: 0;Vertebrae: 123 - 157. A large seven-gilled cowshark (Ref. 5578) with a wide head, short and blunt snout, and fusiform body.  Dorsal fin small, origin may vary from over insertion of pelvic fins to over free rear tips of pelvic fins.  Anal fin smaller than dorsal fin.  Tooth count 15-16/13.  Reddish-brown to silvery-grey or olive-brown with numerous small black spots on body and fins; cream below (Ref. 5578).|Circumglobal:  In tropical to temperate waters;  except North Atlantic and Mediterranean Sea.  Southwest Atlantic:  southern Brazil to northern Argentina.  Southeast Atlantic:  Namibia to East London, South Africa (Ref. 5578).  Western Pacific:  southern Japan to New Zealand.  Eastern Pacific:  British Columbia, Canada to Chile.  Record from India maybe erroneous.|Notorynchus cepedianus|150|300|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/163__19022019_1423.jpg
43|Guitarra común|Mainly coastal, benthic species with unknown biology (Ref. 114953). May reach 170 cm TL (Ref. 12951). Ovoviviparous (Ref. 50449).|Eastern Pacific:  southern Mexico to Peru and Chile, including the Galapagos Islands.|Pseudobatos planiceps|114|114|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/166__12082021_1410.jpg
44|Iguana marina|Found on soft bottoms (Ref. 9348).|Eastern Pacific:  Mazatlán, Mexico to Chilca, Peru.|Synodus evermanni|20|30|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1203__Iguana_marina_Synodus_evermanni_12022019_0931.jpg
45|Jorobado|Body short, deep, and strongly compressed; lower branch of first gill arch with 29 to 34 gill rakers; dorsal fin with 8 spines followed by another spine and 20 to 23 soft rays (VIII+1,20-23); anterior lobes of second dorsal and anal fins very long in adults; anterior dorsal spines greatly prolonged in juveniles; body scaleless; lateral line scutes very weak and poorly differentiated; body golden or silvery with metallic blue highlights; juveniles yellowish, with indistinct, interrupted, dark, transverse bars (Ref. 55763).|Eastern Pacific:  southern tip of Baja California, Mexico to Ecuador.|Selene brevoortii|25|38|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/292__11042019_1211.jpg
46|Jurel|Dorsalspines(total): 9;Dorsalsoft rays(total): 31-35;Analspines: 3;Analsoft rays: 27 - 29. Body elongated and little compressed; teeth small and uniseriate; lower branch of first gill arch with 42 to 45 gill rakers; edge of shoulders girdle (cleithrum) with a small furrow at its upper end but lacking papillae; lateral line completely scaled, the scales becoming large scutes posteriorly; scutes in the area of the median curve 1.1 to 1.6 times the diameter of the eye; nape and back metallic blue or dark gray; flanks and belly pale; dorsal edge of operculum with a black stain (Ref. 55763).  Body elongate and slightly compressed.  Body dark blue dorsally, silvery-white ventrally.  Black spot on upper posterior margin of opercle.  Fins dusky (Ref. 37339).  Pectoral fin falcate and very long (Ref. 27363).|South Pacific and Southwestern Atlantic:  Eastern Central and South Pacific:  off Peru and Chile (Ref. 27363), incl. incidental in Juan Fernández Is. (Ref. 89357).  Reported from off Ecuador (Ref. 9283).  Southwest Pacific:  off New Zealand (Ref. 5755).  Southwestern Atlantic:  off southern Argentina (Ref. 27363)|Trachurus murphyi|42|70|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/168__30042019_1623.jpg
47|Lenguado común|Dorsalspines(total): 0;Dorsalsoft rays(total): 72-77;Analspines: 0;Analsoft rays: 57 - 65. Pectoral fins short, about half of head on ocular side and about one-third of head on blind side.  Caudal fin double truncate (Ref. 27363).|Eastern Pacific:  Ecuador to Chile.|Paralichthys adspersus|70|70|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/171__11042019_1204.jpg
48|Lenguado con caninos|Inhabits soft bottoms, from within the vicinity of mangrove areas up to a depth of 29 m (Ref. 9330).  Feeds on large benthic invertebrates and small fishes (Ref. 9330).  Utilized fresh (Ref. 9330).  Max. length size of female from Ref. 105273.|Eastern Pacific:  Gulf of California to Peru.|Cyclopsetta querna|25|43|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/306__11042019_1201.jpg
49|Lenguado de aguas profundas|Found on muddy, sandy, or rubble bottoms (Ref. 9281).  Marketed fresh and also utilized as fishmeal (Ref. 9281).|Eastern Central Pacific:  Costa Rica to Peru.  Also reported in Nicaragua (Ref. 13613).|Monolene maculipinna|18|18|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/790__11042019_1200.jpg
50|Lenguado de boca chica|Inhabits soft bottoms of shallow waters, including estuaries.  Utilized fresh or as fishmeal.|Eastern Pacific:  Colombia to Peru.|Etropus ectenes|18|20|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/258__11042019_1202.jpg
51|Lenguado de cola manchada|Found on mud, sand, or rubble bottoms (Ref. 9281).  Utilized as fishmeal (Ref. 9281).|Eastern Central Pacific:  La Jolla, California to Peru.|Engyophrys sanctilaurentii|20|20|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/789__11042019_1200.jpg
52|Lenguado de cuatro ocelos|Found on the continental shelf and slope (Ref. 9330), on sand-mud bottoms (Ref. 11482).  Utilized fresh or as fishmeal (Ref. 9330).|Eastern Pacific:  Gulf of California to Peru.|Hippoglossina tetrophthalma|20|36|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/434__11042019_1203.jpg
53|Lenguado de ojo grande|Dorsalspines(total): 0;Dorsalsoft rays(total): 64-73;Analspines: 0;Analsoft rays: 52 - 58. Pectoral fins rather small, about 2 times in head in ocular side and about 2.5 times in head on blind side.  Pelvic fin on ocular side slightly larger than on blind side.  Caudal fin round.  Body brownish, with obscure darker spots on body and fins (Ref. 27363).|Eastern Pacific:  distribution is not precisely known; but may extend from Mazatlán, Mexico to Chile.|Hippoglossina macrops|35|35|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/287__11042019_1203.jpg
54|Lenguado ojón|Inhabits soft or rocky bottoms.  Exploited on a local level with trawl nets and is utilized fresh or as fishmeal.|Eastern Pacific:  Gulf of California to Peru.|Hippoglossina bollmani|18|20|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/435__11042019_1202.jpg
55|Lenguado zingua|Dorsalsoft rays(total): 78;Analsoft rays: 62|Eastern Pacific:  Mexico to Peru.|Citharichthys platophrys|10|20|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/791__11042019_1201.jpg
